module,quantity,price,use,link,supplier,USD,Shipping,USD
 2.8 inch ESP32 Arduino LVGL WIFI&Bluetooth Development Board,x1,14.08,all components in one...,https://www.aliexpress.com/item/1005004961285750.html?aff_fcid=d5ac1ee67d3a4eab9752698e74af82a3-1775157484024-04699-_DkSpIjB&tt=CPS_NORMAL&aff_fsk=_DkSpIjB&aff_platform=shareComponent-detail&sk=_DkSpIjB&aff_trace_key=d5ac1ee67d3a4eab9752698e74af82a3-1775157484024-04699-_DkSpIjB&terminal_id=70aec1fc3bd04e45bac39f15fa72a22f&afSmartRedirect=y#nav-specification,Ali Express,10.49,1.29,0.99
